Unnamed: 0,Name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,Tags,current_capacity
5497,CIGNEX,4.3,(95 Reviews),Private,"Livonia,Michigan + 7 more",22 years old,501-1k Employees (India),IT Services & Consulting,7
5498,Varindera Constr...,4.5,(94 Reviews),Public,"New Delhi,Delhi + 9 more",38 years old,501-1k Employees (India),Engineering & Construction,13
5499,VIVO Healthcare,3.1,(94 Reviews),Private,"Gurgaon,Haryana + 14 more",13 years old,51-200 Employees (India),Medical Services / Hospital,12
5500,Gowtham Model Sc...,4.2,(94 Reviews),Secunderabad + 10 more,19 years old,201-500 Employees (India),,Education / Training,18
5501,QRG Central Hosp...,3.7,(94 Reviews),Private,Faridabad + 3 more,15 years old,11-50 Employees (India),Medical Services / Hospital,19
5502,Mirafra Technolo...,4.2,(94 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",18 years old,501-1k Employees (India),Hardware & Networking,15
5503,Veritaz Healthca...,4.1,(94 Reviews),Private,Hyderabad + 24 more,17 years old,201-500 Employees (India),Pharmaceutical & Life Sciences,8
5504,Anri Solutions H...,3.3,(94 Reviews),Private,Delhi + 1 more,19 years old,11-50 Employees (India),Recruitment / Staffing,19
5505,Calderys India R...,4.1,(94 Reviews),Private,Paris + 10 more,114 years old,501-1k Employees (India),Metals & Mining,10
5506,Spykar Lifestyle...,4.2,(94 Reviews),Private,"Mumbai,Maharashtra + 21 more",30 years old,501-1k Employees (India),Internet,7
5507,Creative Info-li...,3.9,(94 Reviews),Private,Kolkata + 28 more,11 years old,51-200 Employees (India),Real Estate,18
5508,Gracure Pharmace...,3.8,(94 Reviews),Private,"Delhi/NCR,Delhi + 3 more",30 years old,201-500 Employees (India),Pharmaceutical & Life Sciences,16
5509,Ga Digital Web W...,3.8,(94 Reviews),Private,"Ghaziabad,Uttar Pradesh + 20 more",19 years old,201-500 Employees (India),IT Services & Consulting,20
5510,Axa Parenterals,3.7,(94 Reviews),Public,"Roorkee,Uttarakhand + 2 more",17 years old,201-500 Employees (India),Manufacturing,6
5511,G-Cube Solutions,3.5,(94 Reviews),Private,Noida + 2 more,22 years old,201-500 Employees (India),Education / Training,9
5512,The Indure,3.5,(94 Reviews),Private,New Delhi + 12 more,52 years old,51-200 Employees (India),Manufacturing,13
